composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap
Cu2 Ta4 O11,8.0,73.0,65.0,25.764705882352946,22.989619377162636,8.0,48.0,87.0,39.0,75.11764705882354,15.377162629757784,87.0,15.9994,180.94788,164.94848,60.40452470588235,57.465455501730105,15.9994,54.8,3290.0,3235.2,969.3141176470588,1183.488858131488,54.8,5.0,16.0,11.0,12.823529411764708,4.110726643598616,16.0,2.0,6.0,4.0,3.176470588235294,1.5224913494809689,2.0,66.0,170.0,104.0,98.23529411764706,41.71626297577855,66.0,1.5,3.44,1.94,2.8023529411764705,0.825190311418685,3.44,1.0,2.0,1.0,1.8823529411764703,0.2076124567474048,2.0,0.0,4.0,4.0,2.588235294117647,1.8269896193771624,4.0,0.0,10.0,10.0,1.8823529411764703,2.4359861591695497,0.0,0.0,14.0,14.0,3.294117647058824,5.038062283737025,0.0,6.0,19.0,13.0,9.647058823529411,4.719723183391004,6.0,0.0,1.0,1.0,0.1176470588235294,0.2076124567474048,0.0,0.0,2.0,2.0,1.2941176470588236,0.9134948096885812,2.0,0.0,7.0,7.0,1.6470588235294117,2.5190311418685125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0588235294117645,1.8546712802768168,2.0,9.105,18.12,9.015,11.45735294117647,3.1353633217993075,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,88.11764705882354,98.50519031141869,12.0,2.6
Tl1 Pr1 Se2,34.0,81.0,47.0,52.0,18.0,34.0,17.0,89.0,72.0,67.75,25.375,89.0,78.96,204.3833,125.4233,125.80273749999998,46.8427375,78.96,494.0,1204.0,710.0,692.25,255.875,494.0,3.0,16.0,13.0,12.0,4.5,16.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,203.0,83.0,147.0,28.0,120.0,1.13,2.55,1.42,1.9625,0.5874999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,7.5,3.75,10.0,0.0,14.0,14.0,4.25,4.875,0.0,5.0,27.0,22.0,16.0,5.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.75,4.125,0.0,2.0,11.0,9.0,5.0,3.0,2.0,25.92,35.675,9.754999999999995,28.60625,3.534374999999998,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,1.18
La2 Co1 Ti1 O6,8.0,57.0,49.0,21.1,15.72,8.0,13.0,87.0,74.0,64.9,26.52,87.0,15.9994,138.90547,122.90607,48.0607535,38.512374900000005,15.9994,54.8,1941.0,1886.2,642.38,705.096,54.8,3.0,16.0,13.0,11.5,5.4,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,109.6,52.32000000000001,66.0,1.1,3.44,2.34,2.6260000000000003,0.9768,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.1,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,5.5,1.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.9,3.4799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.1,2.74,2.0,9.105,36.8975,27.7925,15.536,8.775400000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.1548493733333333,0.2787243653333333,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,1.02
Ba3 Mg1 Ta2 O9,8.0,73.0,65.0,26.53333333333333,24.17777777777778,8.0,9.0,87.0,78.0,64.93333333333334,26.88888888888889,87.0,15.9994,180.94788,164.94848,62.811757333333325,61.3090631111111,15.9994,54.8,3290.0,3235.2,733.08,813.936,54.8,2.0,16.0,14.0,10.8,6.239999999999999,16.0,2.0,6.0,4.0,3.4,1.7333333333333334,2.0,66.0,215.0,149.0,114.66666666666669,58.4,66.0,0.89,3.44,2.55,2.529333333333333,1.0928,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,3.0,3.0,0.4,0.6933333333333334,0.0,0.0,14.0,14.0,1.8666666666666667,3.2355555555555555,0.0,2.0,19.0,17.0,6.666666666666667,3.2888888888888888,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,7.0,7.0,0.9333333333333332,1.6177777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.1333333333333333,1.2977777777777777,2.0,9.105,63.59,54.485,22.123,16.689066666666665,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,96.46666666666668,101.36,12.0,4.28
Sm2 S3,16.0,62.0,46.0,34.4,22.08,16.0,23.0,88.0,65.0,62.0,31.2,88.0,32.065,150.36,118.29500000000002,79.38300000000001,56.781600000000005,32.065,388.36,1345.0,956.64,771.016,459.1872,388.36,3.0,16.0,13.0,10.8,6.24,16.0,3.0,6.0,3.0,4.2,1.44,3.0,105.0,198.0,93.0,142.2,44.64,105.0,1.17,2.58,1.41,2.016,0.6768000000000001,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4,2.88,0.0,6.0,8.0,2.0,6.8,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.2,3.8400000000000007,0.0,2.0,8.0,6.0,4.4,2.88,2.0,25.786875,33.23,7.443124999999998,28.764125,3.5727,25.786875,0.0,2.202,2.202,1.3212,1.05696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,108.4,46.08,70.0,3.0
In2 Se3,34.0,49.0,15.0,40.0,7.2,34.0,75.0,89.0,14.0,83.4,6.719999999999999,89.0,78.96,114.818,35.858000000000004,93.3032,17.211840000000002,78.96,429.75,494.0,64.25,468.3,30.84,494.0,13.0,16.0,3.0,14.8,1.44,16.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,120.0,142.0,22.0,128.8,10.560000000000002,120.0,1.78,2.55,0.7699999999999998,2.242,0.3695999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.8,1.44,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,24.26,25.92,1.66,25.256,0.7968000000000004,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,139.0,125.0,64.0,60.0,14.0,0.97
Ca4 Bi6 O13,8.0,83.0,75.0,29.65217391304348,27.833648393194707,8.0,7.0,87.0,80.0,72.82608695652173,22.896030245746694,87.0,15.9994,208.9804,192.981,70.52985217391303,72.23506843100188,15.9994,54.8,1115.0,1060.2,366.9043478260869,352.8136105860113,54.8,2.0,16.0,14.0,13.304347826086955,3.9319470699432895,16.0,2.0,6.0,4.0,3.391304347826087,1.5727788279773158,2.0,66.0,176.0,110.0,106.52173913043478,45.807183364839325,66.0,1.0,3.44,2.44,2.645217391304348,0.8984499054820414,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0434782608695654,1.0812854442344046,4.0,0.0,10.0,10.0,2.608695652173913,3.85633270321361,0.0,0.0,14.0,14.0,3.652173913043478,5.398865784499054,0.0,2.0,29.0,27.0,11.304347826086955,9.23251417769376,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.9130434782608696,0.665406427221172,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.9130434782608696,0.665406427221172,2.0,9.105,37.77,28.665000000000003,20.310652173913045,12.667258979206048,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,49.04347826086956,61.20226843100189,12.0,2.76
Tl2.35 Sb8.65 Se14,34.0,81.0,47.0,44.3,11.536,34.0,76.0,89.0,13.0,86.39399999999999,2.9187200000000013,89.0,78.96,204.3833,125.4233,105.5585902,29.790421024000008,78.96,494.0,903.78,409.78,643.5858800000001,180.05433104000002,494.0,13.0,16.0,3.0,15.372,0.7033600000000001,16.0,4.0,6.0,2.0,4.534,0.59808,4.0,120.0,145.0,25.0,128.924,9.99488,120.0,1.62,2.55,0.9299999999999996,2.2895799999999995,0.2916704,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.3720000000000003,0.70336,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,1.3159999999999998,2.384592,0.0,15.0,27.0,12.0,16.688,1.938655999999999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.628,0.7033600000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.628,0.7033600000000001,2.0,25.92,31.56,5.639999999999997,27.9645,2.488085999999998,25.92,0.0,0.799,0.799,0.44744,0.3937472,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,83.512,77.85344,14.0,0.6
As2 Se3,33.0,34.0,1.0,33.6,0.4799999999999997,34.0,84.0,89.0,5.0,87.0,2.4,89.0,74.9216,78.96,4.038399999999996,77.34464,1.9384319999999973,78.96,494.0,1090.0,596.0,732.4,286.08000000000004,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.6,0.4800000000000011,120.0,2.18,2.55,0.3699999999999996,2.402,0.1775999999999998,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,22.175,25.92,3.745000000000001,24.422000000000004,1.7976,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,74.8,72.96,14.0,1.81
Cu2 Mg1 Ge1 S4,12.0,32.0,20.0,20.75,6.9375,16.0,64.0,88.0,24.0,78.375,9.78125,88.0,24.305,72.64,48.335,44.037125,16.90515625,32.065,388.36,1357.77,969.41,800.4225000000001,412.0625,388.36,2.0,16.0,14.0,12.75,3.5625,16.0,3.0,4.0,1.0,3.375,0.46875,3.0,105.0,141.0,36.0,118.125,13.125,105.0,1.31,2.58,1.27,2.18,0.4000000000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,3.75,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,7.75,3.1875,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,25.786875,14.716874999999998,21.3978125,5.163906249999998,25.786875,0.0,2.202,2.202,1.148875,1.053125,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,143.625,73.625,70.0,2.36
Li6 Fe2 Te8 O22,3.0,52.0,49.0,17.42105263157895,15.462603878116346,8.0,1.0,90.0,89.0,72.36842105263158,24.36565096952909,87.0,6.941,127.6,120.659,40.161126315789474,38.46730193905817,15.9994,54.8,1811.0,1756.2,350.81631578947366,342.7557340720221,54.8,1.0,16.0,15.0,13.210526315789474,4.404432132963988,16.0,2.0,5.0,3.0,2.736842105263158,1.0858725761772856,2.0,66.0,138.0,72.0,94.42105263157896,32.90858725761773,66.0,0.98,3.44,2.46,2.684736842105263,0.8745152354570637,3.44,1.0,2.0,1.0,1.8421052631578947,0.2659279778393352,2.0,0.0,4.0,4.0,3.1578947368421053,1.329639889196676,4.0,0.0,10.0,10.0,2.421052631578948,3.567867036011081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,7.421052631578948,3.6731301939058167,6.0,0.0,1.0,1.0,0.1578947368421052,0.2659279778393351,0.0,0.0,2.0,2.0,1.5789473684210529,0.6648199445983379,2.0,0.0,4.0,4.0,0.2105263157894736,0.3988919667590028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.947368421052632,0.299168975069252,2.0,9.105,34.7633333333,25.6583333333,15.774649122794736,8.253767313003877,9.105,0.0,0.464,0.464,0.0976842105263157,0.1542382271468144,0.0,0.0,2.1106628,2.1106628,0.1110875157894736,0.2104816088642659,0.0,12.0,229.0,217.0,87.15789473684211,87.02493074792244,12.0,1.98
Hg0.72 Cd0.28 Te1,48.0,80.0,32.0,61.52,13.305599999999998,52.0,70.0,90.0,20.0,80.36,9.64,90.0,112.411,200.59,88.179,151.74993999999998,35.1648432,127.6,234.32,722.66,488.34,528.876,212.08032,722.66,12.0,16.0,4.0,14.0,2.0,16.0,5.0,6.0,1.0,5.36,0.4608000000000001,5.0,132.0,144.0,12.0,136.68,3.369599999999998,138.0,1.69,2.1,0.4100000000000001,2.0066,0.0934,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,5.04,6.4512,0.0,12.0,26.0,14.0,19.04,5.0112,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,19.495,34.7633333333,15.268333333299996,29.196497701134,5.566835632165998,34.7633333333,0.0,0.464,0.464,0.232,0.2319999999999999,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,162.92000000000002,10.920000000000002,152.0,0.21
Cs2 Pt1 I6 O18,8.0,78.0,70.0,24.074074074074076,21.4320987654321,8.0,5.0,96.0,91.0,82.03703703703704,12.823045267489713,87.0,15.9994,195.084,179.0846,55.937441622222224,53.250722162962965,15.9994,54.8,2041.4,1986.6,220.4474074074074,220.86320987654324,54.8,1.0,17.0,16.0,14.88888888888889,2.4197530864197527,16.0,2.0,6.0,4.0,3.111111111111111,1.4814814814814814,2.0,66.0,244.0,178.0,98.0,42.66666666666666,66.0,0.79,3.44,2.65,3.0274074074074075,0.5501234567901234,3.44,1.0,2.0,1.0,1.8888888888888888,0.1975308641975308,2.0,0.0,5.0,5.0,3.7777777777777777,0.8395061728395061,4.0,0.0,10.0,10.0,2.555555555555556,3.786008230452675,0.0,0.0,14.0,14.0,0.5185185185185185,0.998628257887517,0.0,1.0,24.0,23.0,8.74074074074074,4.801097393689986,6.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975308,0.0,0.0,2.0,2.0,1.5555555555555556,0.5925925925925926,2.0,0.0,1.0,1.0,0.037037037037037,0.0713305898491083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.7037037037037035,0.4170096021947874,2.0,9.105,115.765,106.66,24.76037037037037,21.59533607681756,9.105,0.0,1.062,1.062,0.236,0.367111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,47.51851851851852,47.35802469135802,12.0,2.4
K2 Hg3 Ge2 S8,16.0,80.0,64.0,31.33333333333333,19.64444444444444,16.0,3.0,88.0,85.0,72.06666666666666,18.844444444444445,88.0,32.065,200.59,168.525,72.11777333333333,51.52815111111112,32.065,234.32,1211.4,977.0800000000002,460.38000000000005,200.272,388.36,1.0,16.0,15.0,12.933333333333334,3.555555555555556,16.0,3.0,6.0,3.0,3.8666666666666663,0.9244444444444444,3.0,105.0,203.0,98.0,125.46666666666668,23.28888888888889,105.0,0.82,2.58,1.7600000000000002,2.1533333333333333,0.4551111111111112,2.58,1.0,2.0,1.0,1.8666666666666667,0.2311111111111111,2.0,0.0,4.0,4.0,2.4,1.7066666666666668,4.0,0.0,10.0,10.0,3.333333333333333,4.444444444444445,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,26.0,25.0,10.4,7.2,6.0,0.0,1.0,1.0,0.1333333333333333,0.2311111111111111,0.0,0.0,4.0,4.0,1.6,1.0666666666666669,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7333333333333334,0.8888888888888888,2.0,23.005,73.1066666667,50.1016666667,31.61540613027333,11.064336143047113,25.786875,0.0,2.202,2.202,1.2254666666666665,1.0416355555555556,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,131.06666666666666,65.13777777777777,70.0,2.64
Mg2 Pb1,12.0,82.0,70.0,35.333333333333336,31.111111111111114,12.0,68.0,81.0,13.0,72.33333333333333,5.777777777777776,68.0,24.305,207.2,182.895,85.27,81.28666666666666,24.305,600.61,923.0,322.39,815.5366666666667,143.2844444444444,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,141.0,146.0,5.0,142.66666666666666,2.222222222222219,141.0,1.31,2.33,1.02,1.65,0.4533333333333333,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,2.0,28.0,26.0,10.666666666666666,11.555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,22.89,28.11,5.219999999999999,24.63,2.319999999999999,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,204.33333333333331,13.77777777777778,194.0,0.04
Rb1 Cu2 V1 S4,16.0,37.0,21.0,22.75,6.75,16.0,4.0,88.0,84.0,66.25,21.75,88.0,32.065,85.4678,53.4028,48.9701625,16.9051625,32.065,312.46,2183.0,1870.54,845.5550000000001,590.46875,388.36,1.0,16.0,15.0,11.5,4.5,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,220.0,115.0,132.125,27.1875,105.0,0.82,2.58,1.7600000000000002,2.07125,0.50875,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.875,3.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,6.5,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,11.07,90.7225,79.6525,28.6275,15.523749999999998,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,148.5,78.5,70.0,1.45
Sb2 Se3,34.0,51.0,17.0,40.8,8.16,34.0,85.0,89.0,4.0,87.4,1.9199999999999988,89.0,78.96,121.76,42.80000000000001,96.08,20.544000000000004,78.96,494.0,903.78,409.78,657.912,196.6944,494.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,120.0,139.0,19.0,127.6,9.12,120.0,2.05,2.55,0.5,2.35,0.2399999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.6,0.48,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.6,0.4800000000000001,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4,0.48,2.0,25.92,31.56,5.639999999999997,28.176,2.707199999999998,25.92,0.0,0.799,0.799,0.4794,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,74.8,72.96,14.0,1.11
Sn1 Se1,34.0,50.0,16.0,42.0,8.0,34.0,80.0,89.0,9.0,84.5,4.5,80.0,78.96,118.71,39.75,98.835,19.875,78.96,494.0,505.08,11.079999999999984,499.54,5.539999999999992,494.0,14.0,16.0,2.0,15.0,1.0,14.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,139.0,19.0,129.5,9.5,120.0,1.96,2.55,0.5899999999999999,2.255,0.2949999999999999,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.92,33.285,7.364999999999995,29.6025,3.682499999999997,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,141.0,127.0,77.5,63.5,14.0,0.9
In0.2 P0.2 Ga0.8 As0.8,15.0,49.0,34.0,32.0,4.2,31.0,74.0,84.0,10.0,79.0,4.8,74.0,30.973762,114.818,83.84423799999999,72.4370162,10.4638638,69.723,302.91,1090.0,787.0899999999999,631.869,366.5048000000001,302.91,13.0,15.0,2.0,14.0,1.0,13.0,3.0,5.0,2.0,4.0,0.2,4.0,107.0,142.0,35.0,121.3,4.7,119.0,1.78,2.19,0.4099999999999999,1.993,0.189,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,9.0,1.7999999999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,13.0,1.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,24.26,5.4025,21.09602380952,1.7908190476159995,18.8575,0.0,1.625,1.625,0.1625,0.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,106.1,54.5,64.0,1.58
